title,address,advertiser,link,terrace,m2,rooms,price
DACHGESCHOSS TRAUM NAHE THERESIANUM,"1040 Wien, 04. Bezirk, Wieden, Waltergasse 3",Piment Immobilien & Investment GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/dachgeschoss-traum-nahe-theresianum-1510962092/,Terrasse,79.0,2.0,2099.0
Kuschelige Kleinwohnung mit Minigarten in begehrter Lage in Unterdöbling,"1190 Wien, 19. Bezirk, Döbling",Immobilientreuhand Kriwanek KG,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/kuschelige-kleinwohnung-mit-minigarten-in-begehrter-lage-in-unterdoebling-908634949/,"Terrasse, Garten",42.0,2.0,1019.45
"Citylage; großzügige, thermisch sanierte Altbauwohnung","1020 Wien, 02. Bezirk, Leopoldstadt, Franz Hochedlingergasse 4",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/citylage-grosszuegige-thermisch-sanierte-altbauwohnung-1716413271/,,86.0,3.0,1480.0
3__Zimmer__Unbefristet__ERSTBEZUG,"1060 Wien, 06. Bezirk, Mariahilf, Spörlinggasse 6",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/3-zimmer-unbefristet-erstbezug-2015445426/,,84.0,3.0,1465.0
"Vollmöblierte, sehr helle 2-Zimmer-Wohnung mit Terrasse und Garten in Ruhelage","1170 Wien, 17. Bezirk, Hernals, Comeniusgasse",Accenta Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/vollmoeblierte-sehr-helle-2-zimmer-wohnung-mit-terrasse-und-garten-in-ruhelage-1059049918/,"Terrasse, Garten",60.0,2.0,996.82
"Wienerberg City, 2-Zimmer-Wohnung mit Wellness- / Fitnessbereich, Panoramablick und Concierge-Dienst","1100 Wien, 10. Bezirk, Favoriten, Hertha-Firnberg-Straße",Accenta Immobilien e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/wienerberg-city-2-zimmer-wohnung-mit-wellness-fitnessbereich-panoramablick-und-concierge-dienst-1707472551/,Loggia,53.0,2.0,990.0
2 Zimmerbalkonwohnung mit Garagenplatz in Rodauner Ruhelage,"1230 Wien, 23. Bezirk, Liesing, An der Au 9",Steinhoff Immobilien Christian Steinhoff e.U.,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/2-zimmerbalkonwohnung-mit-garagenplatz-in-rodauner-ruhelage-890576480/,"Balkon, Loggia",66.0,2.0,1090.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1784854228/,Balkon,46.0,2.0,909.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1453158888/,Balkon,54.0,2.0,1199.0
Gemeindewohnung mit Balkon,"1220 Wien, 22. Bezirk, Donaustadt, Anton-Sattlergasse 115",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/gemeindewohnung-mit-balkon-2047842329/,Balkon,55.0,2.0,560.0
| BALKON | ERSTBEZUG | UNBEFRISTET | MIETBEGINN AUGUST 2024 | GREEN 21,"1210 Wien, 21. Bezirk, Floridsdorf, Pius-Parsch-Platz",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-balkon-erstbezug-unbefristet-mietbeginn-august-2024-green-21-1923371556/,"Balkon, Dachterrasse",49.0,2.0,1050.01
| 2 ZIMMER | BALKON | ERSTBEZUG | UNBEFRISTET | MIETBEGINN AUGUST 2024 | GREEN 21,"1210 Wien, 21. Bezirk, Floridsdorf, Pius-Parsch-Platz",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-2-zimmer-balkon-erstbezug-unbefristet-mietbeginn-august-2024-green-21-1470372459/,"Balkon, Dachterrasse",54.0,2.0,1175.0
| GARTENWOHNUNG | ERSTBEZUGSWOHNUNGEN | UNBEFRISTETE MIETDAUER | MIETBEGINN AUGUST 2024 | GREEN 21,"1210 Wien, 21. Bezirk, Floridsdorf, Pius-Parsch-Platz",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/-gartenwohnung-erstbezugswohnungen-unbefristete-mietdauer-mietbeginn-august-2024-green-21-1646202247/,"Terrasse, Dachterrasse, Garten",75.0,3.0,1499.01
3 Zimmer in Grünruhelage- ideal für Familie und WG,"1100 Wien, 10. Bezirk, Favoriten",Mag. Bäuml & Partner Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/3-zimmer-in-gruenruhelage-ideal-fuer-familie-und-wg-1669227445/,,83.0,3.0,1250.24
PRIVAT! STADTGRENZE KALTENLAUTGEBEN 2 ZIMMERWOHNUNG MIT VORGARTEN,"1230 Wien, 23. Bezirk, Liesing",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/privat-stadtgrenze-kaltenlautgeben-2-zimmerwohnung-mit-vorgarten-1980791881/,Garten,40.0,2.0,670.0
Moderen 3- Zimmerwohnung im 5. Bezirk,"1050 Wien, 05. Bezirk, Margareten, Embelgasse 3",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/moderen-3-zimmerwohnung-im-5-bezirk-1497188687/,,68.0,3.0,1499.0
| ERSTBEZUG | 2 ZIMMER | 3. OG | DRESDNER STRASSE | UNWEIT TECHNIKUM WIEN | AB FEBRUAR,"1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-erstbezug-2-zimmer-3-og-dresdner-strasse-unweit-technikum-wien-ab-februar-1081301436/,,47.0,2.0,875.01
| ERSTBEZUG | 2 ZIMMER | 3. OG | DRESDNER STRASSE | UNWEIT TECHNIKUM WIEN | AB FEBRUAR,"1200 Wien, 20. Bezirk, Brigittenau, Dresdner Straße",DECUS Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/-erstbezug-2-zimmer-3-og-dresdner-strasse-unweit-technikum-wien-ab-februar-2035337312/,,54.0,2.0,995.01
MEIN ZUHAUSE MITTEN IM GRÜNEN inkl. STELLPLATZ,"1220 Wien, 22. Bezirk, Donaustadt",Lind Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/mein-zuhause-mitten-im-gruenen-inkl-stellplatz-1730639197/,Terrasse,46.0,1.0,799.0
TRAUMHAFTE DACHGESCHOSSWOHNUNG MIT RUND UM BLICK! Döblergasse 1-3/3/31,"1070 Wien, 07. Bezirk, Neubau, Döblergasse 1-3",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/traumhafte-dachgeschosswohnung-mit-rund-um-blick-doeblergasse-1-3-3-31-1188003279/,"Terrasse, Dachterrasse",136.0,4.0,2300.33
WG taugliche Wohnung an der U3,"1070 Wien, 07. Bezirk, Neubau, Kirchengasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/wg-taugliche-wohnung-an-der-u3-1719418713/,,75.0,3.0,1500.0
Zimmer frei! Mitbewohnerin(nur Frauen!) gesucht. Ab sofort. Hund vor Ort,"1160 Wien, 16. Bezirk, Ottakring, Mildeplatz 4",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/zimmer-frei-mitbewohnerin-nur-frauen-gesucht-ab-sofort-hund-vor-ort-1397294916/,,13.0,3.0,500.0
"Altbauwohnung im 9. Bezirk, Aufzug, 2 Zi, unweit der Innenstadt.","1090 Wien, 09. Bezirk, Alsergrund, Widerhofergasse 8",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/altbauwohnung-im-9-bezirk-aufzug-2-zi-unweit-der-innenstadt-1560573194/,Balkon,82.0,1.0,1710.0
Geräumige 2-Zimmer-Wohnung mit großer Freifläche - Enkplatz,"1110 Wien, 11. Bezirk, Simmering, Simmeringer Hauptstraße 119",IMV Makler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/geraeumige-2-zimmer-wohnung-mit-grosser-freiflaeche-enkplatz-833940503/,Loggia,72.0,2.0,998.38
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1305948891/,Balkon,39.0,2.0,829.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1728440284/,Balkon,39.0,2.0,829.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1059297149/,Balkon,39.0,2.0,829.0
Hochwertiger Erstbezug in Kaisermühlen - direkt am Wasser & der U1 - mit Fußbodenkühlung,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 2A",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/hochwertiger-erstbezug-in-kaisermuehlen-direkt-am-wasser-der-u1-mit-fussbodenkuehlung-1117153197/,Balkon,49.0,2.0,1349.99
Provisionsfrei! Luxus im 4. Liftstock mit großartigem Balkon!,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 2A",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/provisionsfrei-luxus-im-4-liftstock-mit-grossartigem-balkon-1770133314/,Balkon,73.0,3.0,1999.99
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1230209958/,Balkon,52.0,2.0,999.0
1 Monat Mietfrei: Erstbezug im Grünen Nahe der U2 - zwischen Badeteich Hirschstetten und Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Podhagskygasse 12",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/1-monat-mietfrei-erstbezug-im-gruenen-nahe-der-u2-zwischen-badeteich-hirschstetten-und-seestadt-1390704747/,Balkon,39.0,2.0,829.0
"Lust auf leistbaren Luxus? Top Lage, Designküche und ein Traumbalkon warten auf Sie!","1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 2A",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/lust-auf-leistbaren-luxus-top-lage-designkueche-und-ein-traumbalkon-warten-auf-sie-853337172/,Balkon,31.0,1.0,960.0
Provisionsfrei! Attraktive Studiowohnung im 5. Liftstock mit tollem Balkon und Ausblick,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße 2A",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/provisionsfrei-attraktive-studiowohnung-im-5-liftstock-mit-tollem-balkon-und-ausblick-853494564/,Balkon,31.0,1.0,880.0
Wohnung zu vermieten,"1100 Wien, 10. Bezirk, Favoriten, Van der Nüll Gasse 79",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/wohnung-zu-vermieten-1340458010/,,55.0,2.0,1000.0
Erstbezug im Grünen Nahe der U2: zwischen dem Badeteich Hirschstetten und der Seestadt,"1220 Wien, 22. Bezirk, Donaustadt, Pfalzgasse 29",IMMOcontract Immobilien Vermittlung GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/erstbezug-im-gruenen-nahe-der-u2-zwischen-dem-badeteich-hirschstetten-und-der-seestadt-1906673142/,"Terrasse, Garten",53.0,2.0,1248.99
"3-Zimmer-Wohntraum mit Balkon, komplett saniert in Mauer","1230 Wien, 23. Bezirk, Liesing",RE/MAX Living Home Sweet Home Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/3-zimmer-wohntraum-mit-balkon-komplett-saniert-in-mauer-1081042131/,Balkon,78.0,3.0,1390.01
"Ruhige, helle 57m2 Wohnung mit Einbauküche in 1210 zu vermieten","1210 Wien, 21. Bezirk, Floridsdorf, Pius Parsch platz",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/ruhige-helle-57m2-wohnung-mit-einbaukueche-in-1210-zu-vermieten-2143272629/,,57.0,2.0,950.0
"Kleine City-Wohnung für Diplomaten, Expats & Angestellte intern. Org. // Tiny City-Apartment for diplomats, expats & employees of intern. orgs //","1010 Wien, 01. Bezirk, Innere Stadt",Valmacor Immobilientreuhand GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/kleine-city-wohnung-fuer-diplomaten-expats-angestellte-intern-org-tiny-city-apartment-for-diplomats-expats-employees-of-intern-orgs-1421745424/,,95.0,2.0,2588.15
Charmante 2-Zimmer-Wohnung mit Traumgarten im Herzen des 13. Bezirks,"1130 Wien, 13. Bezirk, Hietzing",RE/MAX First,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/charmante-2-zimmer-wohnung-mit-traumgarten-im-herzen-des-13-bezirks-1428746540/,Garten,63.0,2.0,1200.0
WOHNART17 - MODERN URBAN LIFE BALANCE! - inklusive Küche. - WOHNTRAUM,"1170 Wien, 17. Bezirk, Hernals, Taubergasse 22-28",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/wohnart17-modern-urban-life-balance-inklusive-kueche-wohntraum-1054425590/,"Terrasse, Balkon",62.0,2.0,1359.38
Nähe Austria Center Wien - Neubauwohnung mit Freifläche und Blick auf die Donauinsel,"1220 Wien, 22. Bezirk, Donaustadt, Wagramer Straße",ESTINA Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/naehe-austria-center-wien-neubauwohnung-mit-freiflaeche-und-blick-auf-die-donauinsel-1815974668/,"Balkon, Loggia",34.0,1.0,880.0
Gemeindewohnung zu vergeben (2. Bez),"1020 Wien, 02. Bezirk, Leopoldstadt, Handelskai 214/10",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1020-leopoldstadt/gemeindewohnung-zu-vergeben-2-bez-1030780942/,Balkon,82.0,3.0,563.88
Provisionsfrei: Sonniger 162m² Stilaltbau in Ruhelage - 1010 Wien,"1010 Wien, 01. Bezirk, Innere Stadt",SITARZ & PARTNER IMMOBILIEN GMBH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/provisionsfrei-sonniger-162m-stilaltbau-in-ruhelage-1010-wien-1608678862/,,162.0,3.0,3999.0
Hochwertige 3-Zimmer-Neubauwohnung mit Balkon - Nähe U4 Friedensbrücke,"1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 13",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/hochwertige-3-zimmer-neubauwohnung-mit-balkon-naehe-u4-friedensbruecke-1483726870/,"Balkon, Dachterrasse",77.0,3.0,1989.0
Prächtige Altbauwohnung,"1060 Wien, 06. Bezirk, Mariahilf",NOVEL REAL,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1060-mariahilf/praechtige-altbauwohnung-1426858105/,,281.0,6.0,5995.0
"Wohnung & Garagenplatz - Moderne Wohnung mit Weitblick-Balkon und Einbauküche nahe Bahnhof Penzing, Straßenbahn 49 und 52 sowie U4 Braunschweiggasse!","1140 Wien, 14. Bezirk, Penzing",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/wohnung-garagenplatz-moderne-wohnung-mit-weitblick-balkon-und-einbaukueche-nahe-bahnhof-penzing-strassenbahn-49-und-52-sowie-u4-braunschweiggasse-1073890191/,Balkon,48.0,2.0,939.99
Moderne Neubauwohnung in ruhiger Seitengasse der Wattgasse nahe S-Bahn Hernals mit Innenhofausrichtung und Einbauküche,"1160 Wien, 16. Bezirk, Ottakring, Paletzgasse 4",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/moderne-neubauwohnung-in-ruhiger-seitengasse-der-wattgasse-nahe-s-bahn-hernals-mit-innenhofausrichtung-und-einbaukueche-2129473136/,Balkon,43.0,2.0,893.65
Exklusives Wohnen in Stadlau - Erzherzog-Karl-Straße Bahnhof und U2 Stadlau in wenigen Gehminuten!,"1220 Wien, 22. Bezirk, Donaustadt, Langobardenstraße 3",teamneunzehn-Gruppe,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/exklusives-wohnen-in-stadlau-erzherzog-karl-strasse-bahnhof-und-u2-stadlau-in-wenigen-gehminuten-1536752301/,,33.0,2.0,729.0
ERSTBEZUG - Exklusive Stadtwohnung mit Freifläche und Küche,"1100 Wien, 10. Bezirk, Favoriten, Laxenburger Straße 2D",BUWOG Group GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/erstbezug-exklusive-stadtwohnung-mit-freiflaeche-und-kueche-1872819407/,"Balkon, Loggia",45.0,2.0,1173.75
Gemeindewohnung 14. Bezirk (VMD 31.10.2024),"1140 Wien, 14. Bezirk, Penzing",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/gemeindewohnung-14-bezirk-vmd-31-10-2024-1392967236/,,43.0,2.0,481.16
traumhaftes Penthouse mit Dachgarten I nahe dem Parlament - befristet,"1010 Wien, 01. Bezirk, Innere Stadt, Parlament, Rathausplatz, Volksgarten",homefinding.at  Mag Janauer & Göllner GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/traumhaftes-penthouse-mit-dachgarten-i-nahe-dem-parlament-befristet-690124279/,"Terrasse, Dachterrasse",213.0,4.0,7100.0
"Frisch sanierte 3Zi Wohnung im Zentrum des 3. Bezirks, viele Restaurants und Einkaufsmöglichkeiten","1030 Wien, 03. Bezirk, Landstraße, Erdbergstraße 118",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1030-landstrasse/frisch-sanierte-3zi-wohnung-im-zentrum-des-3-bezirks-viele-restaurants-und-einkaufsmoeglichkeiten-1960364504/,,59.0,3.0,1560.0
Wunderschöne 3-Zimmer **Dachgeschoss-Wohnung mit Terrasse** in guter Lage inkl. Heizung- und Warmwasserkosten in *1050 Wien*,"1050 Wien, 05. Bezirk, Margareten, Laurenzgasse 3",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1050-margareten/wunderschoene-3-zimmer-dachgeschoss-wohnung-mit-terrasse-in-guter-lage-inkl-heizung-und-warmwasserkosten-in-1050-wien-2047266626/,Terrasse,93.0,3.0,1599.0
"Wohnung NUR 995 Euro ink. BK, H und WW","1110 Wien, 11. Bezirk, Simmering, Geiselbergstrasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1110-simmering/wohnung-nur-995-euro-ink-bk-h-und-ww-847353122/,"Terrasse, Balkon, Loggia",70.0,2.0,620.0
Fizz(zimmer zu vermieten),"1200 Wien, 20. Bezirk, Brigittenau, Dresdner straße 107",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/fizz-zimmer-zu-vermieten-1768576347/,,21.0,1.0,837.0
Dachterrasse im herzen des. 8. Bezirks in eine 4Zi-Maisonette Wohnung,"1080 Wien, 08. Bezirk, Josefstadt, Tigergasse 9",Blueground Austria GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1080-josefstadt/dachterrasse-im-herzen-des-8-bezirks-in-eine-4zi-maisonette-wohnung-1788571253/,Balkon,103.0,4.0,2370.0
Traumhafte 182 m² Wohnung in Bestlage auf der Wiedner Hauptstraße - unbefristet zu vermieten,"1040 Wien, 04. Bezirk, Wieden",Apleona Real Estate AT GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1040-wieden/traumhafte-182-m-wohnung-in-bestlage-auf-der-wiedner-hauptstrasse-unbefristet-zu-vermieten-1177101279/,,182.0,4.0,3234.66
Ein wunderschönes Innenstadt-Domizil steht zur unbefristeten Miete bereit,"1010 Wien, 01. Bezirk, Innere Stadt",Apleona Real Estate AT GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1010-innere-stadt/ein-wunderschoenes-innenstadt-domizil-steht-zur-unbefristeten-miete-bereit-2095532051/,,147.0,5.0,2990.67
Exklusive Stadtwohnung mit 5 Zimmern und Loggia in zentraler Lage in 1070 Wien!,"1070 Wien, 07. Bezirk, Neubau",Apleona Real Estate AT GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/exklusive-stadtwohnung-mit-5-zimmern-und-loggia-in-zentraler-lage-in-1070-wien-1365529926/,Loggia,164.0,5.0,2682.27
Traumhafte Balkonwohnung in nobler Lage wartet auf Sie.,"1190 Wien, 19. Bezirk, Döbling, Kaasgrabengasse",IC-Makler GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/traumhafte-balkonwohnung-in-nobler-lage-wartet-auf-sie-1692208492/,Balkon,118.0,3.0,1903.21
Kurzzeitvermietung! Schöne Dachterassenwohnung am Stadtrand,"1140 Wien, 14. Bezirk, Penzing, Prof. Josef Humplik Gasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/kurzzeitvermietung-schoene-dachterassenwohnung-am-stadtrand-2125673959/,Balkon,65.0,2.0,1200.0
WIENER WASSER WOHNEN: Fantastische 3-Zimmer Neubaumaisonette mit 31m² Garten Nähe der Alte Donau!,"1210 Wien, 21. Bezirk, Floridsdorf",Adonia Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wiener-wasser-wohnen-fantastische-3-zimmer-neubaumaisonette-mit-31m-garten-naehe-der-alte-donau-1872732968/,"Terrasse, Balkon, Garten",83.0,3.0,1782.0
Miet-Kauf! - Singlehit! 2 Zimmer-Neubauwohnung in beliebter Wohngegend Liesing`s - Nahe Perchtholdsdorfer Heide,"1230 Wien, 23. Bezirk, Liesing",Bero Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/miet-kauf-singlehit-2-zimmer-neubauwohnung-in-beliebter-wohngegend-liesing-s-nahe-perchtholdsdorfer-heide-1095208325/,"Loggia, Dachterrasse",41.0,2.0,759.57
Miet-Kauf!!! 3 Zimmer-Neubauwohnung in beliebter Wohngegend Liesing`s - Nahe Perchtoldsdorfer Heide!,"1230 Wien, 23. Bezirk, Liesing",Bero Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/miet-kauf-3-zimmer-neubauwohnung-in-beliebter-wohngegend-liesing-s-nahe-perchtoldsdorfer-heide-1543893371/,"Terrasse, Balkon, Dachterrasse",83.0,3.0,1523.78
Miet-Kauf! 2 Zimmer Dachgeschosswohnung nahe Perchtoldsdorf!,"1230 Wien, 23. Bezirk, Liesing",Bero Immobilien GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/miet-kauf-2-zimmer-dachgeschosswohnung-nahe-perchtoldsdorf-818097571/,"Terrasse, Loggia, Dachterrasse",40.0,2.0,776.72
Sonnige 2-Zimmer Wohnung in ruhiger Lage,"1170 Wien, 17. Bezirk, Hernals",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/sonnige-2-zimmer-wohnung-in-ruhiger-lage-1195424816/,,52.0,2.0,799.0
"Sonnige 2-Zimmerwohnung mit Balkon, Oberdöbling","1190 Wien, 19. Bezirk, Döbling, Rodlergasse",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1190-doebling/sonnige-2-zimmerwohnung-mit-balkon-oberdoebling-808159758/,Balkon,42.0,2.0,890.0
Wohlfühltraum am Spitz,"1210 Wien, 21. Bezirk, Floridsdorf",Privat,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1210-floridsdorf/wohlfuehltraum-am-spitz-1326781461/,,76.0,3.0,1210.0
"Neubauprojekt ""JOSEPH"": Dein Traum-Erstbezug mit hohem Wohnkomfort - viele Extras inkludiert","1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 7-9",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/neubauprojekt-joseph-dein-traum-erstbezug-mit-hohem-wohnkomfort-viele-extras-inkludiert-940113281/,"Balkon, Loggia, Dachterrasse",88.0,4.0,2439.0
"Neubauprojekt ""JOSEPH"": Dein Traum-Erstbezug mit hohem Wohnkomfort - viele Extras inkludiert","1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 7-9",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/neubauprojekt-joseph-dein-traum-erstbezug-mit-hohem-wohnkomfort-viele-extras-inkludiert-1184930529/,"Balkon, Loggia, Dachterrasse",88.0,4.0,2539.01
Geräumige und WG-taugliche 4-Zimmer-Neubauwohnung inkl. Abstellraum & mit Balkon - Nähe U4 Friedensbrücke,"1090 Wien, 09. Bezirk, Alsergrund, Nordbergstraße 13",eugen GmbH,willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/geraeumige-und-wg-taugliche-4-zimmer-neubauwohnung-inkl-abstellraum-mit-balkon-naehe-u4-friedensbruecke-1784234321/,"Balkon, Dachterrasse",94.0,4.0,2659.01
